 Hit    Total  Avg    Min    Max   Name
66     131    1      0      94     ReadInputs
 Hit    Total  Avg    Min    Max   Name
18     252    14     3      86     CopyVideoBuffer
18     523    29     8      92     UnlockVideoBuffer
18     1582   87     19     242    Actor Rendering
18     664    36     11     153    Wall Rendering
18     624    34     8      116    Floor Rendering
18     184    10     3      110    ClearZScreen
18     1151   63     8      162    ClearScreen
18     4754   264    58     425    RenderNormalDisplay
18     400    22     3      119    LockVideoBuffer
18     5702   316    70     438    Refresh
18     3292   182    5      335    Process
18     17     0      0      16     ReadInputs
 Hit    Total  Avg    Min    Max   Name
17     196    11     3      85     CopyVideoBuffer
17     453    26     8      92     UnlockVideoBuffer
17     1745   102    33     207    Actor Rendering
17     905    53     11     104    Wall Rendering
17     844    49     9      144    Floor Rendering
17     370    21     3      99     ClearZScreen
17     960    56     9      137    ClearScreen
17     5477   322    145    541    RenderNormalDisplay
17     251    14     3      83     LockVideoBuffer
17     6273   369    176    575    Refresh
17     3542   208    50     292    Process
17     87     5      0      87     ReadInputs
 Hit    Total  Avg    Min    Max   Name
16     63     3      2      20     CopyVideoBuffer
16     362    22     8      80     UnlockVideoBuffer
16     1475   92     34     177    Actor Rendering
16     817    51     11     142    Wall Rendering
16     762    47     8      113    Floor Rendering
16     48     3      3      3      ClearZScreen
16     679    42     8      170    ClearScreen
16     4266   266    200    358    RenderNormalDisplay
16     240    15     3      90     LockVideoBuffer
16     4875   304    221    402    Refresh
16     3994   249    189    383    Process
16     17     1      0      14     ReadInputs
 Hit    Total  Avg    Min    Max   Name
15     213    14     2      89     CopyVideoBuffer
15     455    30     8      95     UnlockVideoBuffer
15     1237   82     15     105    Actor Rendering
15     795    53     11     134    Wall Rendering
15     563    37     8      105    Floor Rendering
15     44     2      2      3      ClearZScreen
15     754    50     8      119    ClearScreen
15     4129   275    199    337    RenderNormalDisplay
15     96     6      3      38     LockVideoBuffer
15     4786   319    258    436    Refresh
15     3679   245    196    299    Process
15     87     5      0      87     ReadInputs
 Hit    Total  Avg    Min    Max   Name
16     48     3      3      3      CopyVideoBuffer
16     239    14     8      68     UnlockVideoBuffer
16     1358   84     15     153    Actor Rendering
16     1074   67     11     141    Wall Rendering
16     459    28     8      92     Floor Rendering
16     221    13     2      91     ClearZScreen
16     831    51     8      146    ClearScreen
16     4433   277    187    383    RenderNormalDisplay
16     613    38     3      108    LockVideoBuffer
16     5289   330    207    496    Refresh
16     3752   234    177    340    Process
16     3      0      0      3      ReadInputs
 Hit    Total  Avg    Min    Max   Name
17     118    6      3      70     CopyVideoBuffer
17     300    17     8      75     UnlockVideoBuffer
17     1399   82     15     134    Actor Rendering
17     958    56     11     107    Wall Rendering
17     694    40     8      95     Floor Rendering
17     143    8      3      95     ClearZScreen
17     713    41     8      103    ClearScreen
17     4696   276    196    353    RenderNormalDisplay
17     307    18     3      107    LockVideoBuffer
17     5309   312    222    421    Refresh
17     4249   249    194    323    Process
17     2      0      0      1      ReadInputs
 Hit    Total  Avg    Min    Max   Name
15     213    14     2      90     CopyVideoBuffer
15     382    25     8      97     UnlockVideoBuffer
15     1142   76     15     205    Actor Rendering
15     955    63     10     147    Wall Rendering
15     660    44     8      112    Floor Rendering
15     141    9      2      82     ClearZScreen
15     516    34     8      104    ClearScreen
15     4072   271    202    368    RenderNormalDisplay
15     350    23     3      89     LockVideoBuffer
15     4808   320    218    466    Refresh
15     3770   251    187    318    Process
15     5      0      0      5      ReadInputs
 Hit    Total  Avg    Min    Max   Name
15     252    16     2      134    CopyVideoBuffer
15     455    30     8      140    UnlockVideoBuffer
15     1037   69     15     140    Actor Rendering
15     544    36     11     117    Wall Rendering
15     931    62     8      132    Floor Rendering
15     44     2      2      3      ClearZScreen
15     693    46     8      115    ClearScreen
15     3994   266    192    326    RenderNormalDisplay
15     144    9      3      90     LockVideoBuffer
15     4597   306    219    364    Refresh
15     3827   255    181    308    Process
15     14     0      0      13     ReadInputs
 Hit    Total  Avg    Min    Max   Name
15     132    8      2      92     CopyVideoBuffer
15     337    22     8      98     UnlockVideoBuffer
15     1230   82     15     146    Actor Rendering
15     818    54     10     102    Wall Rendering
15     604    40     8      139    Floor Rendering
15     101    6      2      61     ClearZScreen
15     1140   76     8      171    ClearScreen
15     4459   297    226    357    RenderNormalDisplay
15     240    16     3      100    LockVideoBuffer
15     5039   335    256    425    Refresh
15     3787   252    170    429    Process
15     0      0      0      0      ReadInputs
 Hit    Total  Avg    Min    Max   Name
16     210    13     3      89     CopyVideoBuffer
16     455    28     8      95     UnlockVideoBuffer
16     1370   85     15     105    Actor Rendering
16     1233   77     11     124    Wall Rendering
16     388    24     8      92     Floor Rendering
16     45     2      2      3      ClearZScreen
16     526    32     8      98     ClearScreen
16     4381   273    212    340    RenderNormalDisplay
16     377    23     3      110    LockVideoBuffer
16     5219   326    286    428    Refresh
16     3953   247    175    332    Process
16     80     5      0      80     ReadInputs
 Hit    Total  Avg    Min    Max   Name
16     44     2      2      3      CopyVideoBuffer
16     352    22     7      61     UnlockVideoBuffer
16     1551   96     67     142    Actor Rendering
16     893    55     11     99     Wall Rendering
16     558    34     8      106    Floor Rendering
16     48     3      3      3      ClearZScreen
16     875    54     8      115    ClearScreen
16     4352   272    205    343    RenderNormalDisplay
16     447    27     3      121    LockVideoBuffer
16     5153   322    262    390    Refresh
16     4054   253    178    397    Process
16     4      0      0      3      ReadInputs
 Hit    Total  Avg    Min    Max   Name
15     60     4      2      20     CopyVideoBuffer
15     330    22     8      98     UnlockVideoBuffer
15     1204   80     16     135    Actor Rendering
15     803    53     10     135    Wall Rendering
15     737    49     8      109    Floor Rendering
15     45     3      3      3      ClearZScreen
15     581    38     8      112    ClearScreen
15     3942   262    198    339    RenderNormalDisplay
15     291    19     3      83     LockVideoBuffer
15     4564   304    235    380    Refresh
15     3842   256    186    366    Process
15     19     1      0      18     ReadInputs
 Hit    Total  Avg    Min    Max   Name
16     61     3      2      20     CopyVideoBuffer
16     207    12     8      42     UnlockVideoBuffer
16     1234   77     15     132    Actor Rendering
16     1245   77     11     162    Wall Rendering
16     450    28     8      98     Floor Rendering
16     48     3      3      3      ClearZScreen
16     642    40     8      102    ClearScreen
16     4259   266    191    321    RenderNormalDisplay
16     371    23     3      107    LockVideoBuffer
16     4841   302    204    402    Refresh
16     3875   242    170    337    Process
16     1      0      0      1      ReadInputs
 Hit    Total  Avg    Min    Max   Name
